chain_id,token_address,token_symbol,balance
8453,0x4200000000000000000000000000000000000006,WETH,16970998345489694683
8453,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,USDC,16830578554
8453,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,cbBTC,2373372
