chain_id,token_address,token_symbol,balance
1,0x4200000000000000000000000000000000000006,WETH,5267119200645429045
1,0x927B51f251480a681271180DA4de28D44EC4AfB8,WBTC,1488291
1,0x078D782b760474a361dDA0AF3839290b0EF57AD6,USDC,8975993158
1,0x9151434b16b9763660705744891fA906F660EcC5,USDT,12979404
