chain_id,token_address,token_symbol,balance
1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,79973292639517791570
1,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,WBTC,16056508
1,0x18084fba666a33d37592fa2633fd49a74dd93a88,tBTC,49858198424970731
1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,39578598443
